id,name,big_sort,small_sort,address,latitude,longitude,cluster,tags,star_info,star_rating,review_sample,wordcloud
162,Lotte World Folk Museum,Museums,,,37.572950299999995,126.97935700000001,1.0,"[""great view"", ""restaurants"", ""walk around"", ""reasonable"", ""a few hours""]","{""5"":48.0,""4"":40.0,""3"":12.0,""1"":0.0,""2"":0.0,""avg"":4.36,""count"":25.0}",0.87,"{""neg"": [""Came to Lotte World for the rides and attractions - didn't even give the Folk Museum a passing thought until my dad mentioned that it was included in our admission ticket""], ""pos"": [""The careful attention to detail was amazing and I could definitely feel that lots of thought and effort went into preparing the exhibitions""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31978>
163,Lotte Outlets Seoul Station,Shopping,,,37.5584157,126.98056000000001,1.0,"[""expensive"", ""reasonable"", ""restaurants"", ""a few hours"", ""easy to navigate""]","{""4"":35.0,""5"":28.0,""3"":22.0,""2"":10.0,""1"":6.0,""avg"":3.72,""count"":69.0}",0.74,"{""neg"": [""Don\u2019t look elsewhere for Korean edible stuff, just make your way to this supermarket and you will find all kinds of products here, e"", ""The place is nothing more than just an average neighbourhood shopping mall which is connnected to Seoul Station metro station and KTX train station"", ""Despite being an outlet with 50 - 70% discounted items, their price is still quite high when compared to our Singapore's items""], ""pos"": [""The mall is clean and modern and large with lots of items on discount and there is also a special area that sells items on offer such as sports bags and caps when we were there"", ""Happy Shopping!I ended up having to use the KTX because bus tickets were sold out at the Nambu bus station, and I'm so glad I did!The Seoul station was very spacious, clean, and easy to navigate"", ""I have forgot my jacket , in a rainy day, had KTX train to Ulsan , in expensive city such Seoul here i found qualified jacket to purchase and go on travel""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB319B0>
164,Garak Market,Shopping,,,37.560053700000005,126.914847,3.0,"[""fish market"", ""traditional market""]",,0.0,"{""neg"": [""A shopping mall around the area, nice, not too loud place to relax and go for a walk I went to this market about 3 years a go""], ""pos"": [""NO, they don't treat tourists the same but I understand why"", ""I was so blessed that night with meeting the most amazing Korean's at the table sitting next to me""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31A58>
165,Seoul Daehangno,Sights & Landmarks,,,37.5530872,126.92111899999999,3.0,"[""restaurants""]",,0.0,"{""neg"": [""Daehangno - means University road"", ""Daehangno doesn't usually come on top of Seoul's touristic attraction list, but it definitely should""], ""pos"": [""If you head East even more, you'll reach Naksan Park, which is actually more of all small mountain, and offers amazing views of Northern Seoul ; as well as the lovely Indie Iwha neighborhood"", ""Many restaurants, coffee shops, perfect place to meet friends, good place for a date""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31BA8>
166,Grilled Fish Street in Dongdaemun Market,Sights & Landmarks,,,37.572950299999995,126.97935700000001,1.0,"[""restaurants"", ""reasonable"", ""expensive""]","{""5"":57.0,""4"":30.0,""3"":10.0,""2"":3.0,""1"":0.0,""avg"":4.4,""count"":30.0}",0.88,"{""neg"": [""Its small, cramped, a little dirty, but a must see for those seeking the \""authentic\"" foodie experience"", ""We (or I should say my wife) were looking for shoe street, went the wrong way and followed the smell"", ""We ordered just one fish for 10,000 won, you get free rice and some Korean side dishes""], ""pos"": [""I and my partner went there for late lunch last Sunday"", ""I found this place on my second stint in Seoul and absolutely loved it"", ""I took every member of my family who visited, everyone of my co-workers, and several Koreans who'd never been and they all enjoyed the experience""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31BE0>
167,Namsan Cable Car,Transportation,,,37.5084321,126.888733,3.0,"[""great view"", ""mountain"", ""a few hours"", ""expensive"", ""crowded""]","{""4"":36.0,""3"":27.0,""5"":25.0,""2"":9.0,""1"":3.0,""avg"":3.71,""count"":193.0}",0.74,"{""neg"": [""I climbed up to lower station by aiming for the PRC Embassy, not knowing there is a free lift if you follow the more major road""], ""pos"": [""Winter sunset about 4-5pm"", ""We went up several steep hills and super steep streets that seemed to go on forever"", ""A very affordable trip with spectacular views of a fantastic city!With many restaurants to choose from, you can enjoy some good food and great views""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31C88>
168,The War and Women's Human Rights Museum,Museums,,,37.543569,126.89971499999999,3.0,"[""Japanese Occupation"",""a few hours"", ""easy to navigate""]","{""5"":80.0,""4"":15.0,""3"":5.0,""1"":0.0,""2"":0.0,""avg"":4.75,""count"":20.0}",0.95,"{""neg"": [ ""My only small issue is that the audio guide told us to listen to videos which were only in Korean""], ""pos"": [""I certainly knew a little about the topic of comfort women  before visiting this museum, but I learned so much more after my visit"", ""Appropriate for youth ages 13 and older (many of the sex slaves were younger at the time of their kidnapping)"",""We also went to the Wednesday protest, where we were welcomed warmly""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31DD8>
169,Hongdae NANTA Theatre,Concerts & Shows,,,37.586652,126.97677,1.0,"[""a few hours"", ""walk around"", ""restaurants"", ""easy to navigate""]","{""5"":69.0,""4"":18.0,""3"":8.0,""1"":5.0,""2"":0.0,""avg"":4.46,""count"":39.0}",0.89,"{""neg"": [""If you have the money to spare do go otherwise give it a miss""], ""pos"": [""Its an entertaining show  which is great for all ages"", ""I highly recommend this show and i know some korean but you didnt need to know any to understand the idea and concept to the show"", ""The show is really entertaining , you don't have to know korean language to understand""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31E10>
170,Cheongwadae Sarangchae,Museums,,,37.5659672,126.97285900000001,1.0,"[""a few hours""]",,0.0,"{""neg"": [""I was impressed on how they showcase the Korean head of state, as if welcoming everyone to their country"", ""If you want to know more about diplomatics of Korea Republic with the other countries, feel free to drop by!(you can see what your country gave to them as souvenirs too!)""], ""pos"": [""Don't missed out the 3D surround photo booth!Fascinating place~!Very beautiful architecture~!I feel great honor while to visit this historic landmark"", ""I recommend this for everyone who wants to have an in-depth knowledge of Korea's history from the past, present, and the future""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31EB8>
171,D-Cube City,Shopping,,"662, Gyeongin-ro, Guro-gu, Seoul 08209 South Korea",37.5606558,126.946579,3.0,"[""restaurants"", ""a few hours"", ""expensive"", ""fish market"", ""easy to navigate""]","{""4"":52.0,""5"":33.0,""3"":11.0,""2"":4.0,""1"":0.0,""avg"":4.14,""count"":27.0}",0.83,"{""neg"": [""There is something for everyone here~~ This is a very complete mall with all of the major chains, a floor with many attractions for the children and most of the major shops""], ""pos"": [""A great transformation that provides utmost convenient for business traveller"", ""the closest shopping near to hotel we really enjoyed the sushi conveyor from the basement food court"", ""The staff was courteous and friendly and was quick to assist in warming up certain sushi items""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36EF0>
172,Seonyudo Park,Nature & Parks,,,37.55994159999999,126.97530400000001,1.0,"[""crowded"", ""walk around""]","{""5"":35.0,""4"":58.0,""2"":1.5,""3"":5.5,""1"":0.0,""avg"":4.3,""count"":55.0}",0.86,"{""neg"": [""It has lots of shade trees and some great rolling lawn space"", ""Parking nearby might be difficult but it didn\u2019t stop numbers of local"", ""Since I used to work in water treatment this park was extra appealing to me""], ""pos"": [""I like how they were creative in reusing the facilities such as turning storage tanks into fish ponds"", ""This is a lovely park, especially with many of it\u2019s beautiful trees turning their foliage to autumn tones"", ""The city of Seoul has done a nice job of restoring this island to its citizens and travelers alike to come and relax and see the city from a nice angle""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36DD8>
173,The Blue House (Cheong Wa Dae),Sights & Landmarks,,"1 Cheongwadae-ro, Jongno-gu, Seoul 110-820 South Korea",37.5273268,127.027426,0.0,"[""a few hours"", ""walk around""]","{""4"":39.0,""3"":36.0,""5"":16.0,""2"":7.0,""1"":2.0,""avg"":3.6,""count"":61.0}",0.72,"{""neg"": [""You go through a metal detector, I was asked to snap a photo of the ground with my camera to prove it was a camera"", ""Nevertheless, the compound is still very heavily guarded, uniformed personnel could conspicuously be seen everywhere"", ""Arrive 30 minutes prior to your start time""], ""pos"": [""Please book in advance and I suggest weekdays visits (tuesday-Friday) as Saturday visits (2nd and 4th) are full of families"", ""Security here is very tight, so I carried around a printed copy of my confirmation E-mail""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36BA8>
174,Jeongdong Theater,Concerts & Shows,,"43 Jeongdong-gil, Jung-gu, Seoul 04518 South Korea",37.512550700000006,126.99801299999999,0.0,"[""traditional dress"", ""a few hours""]","{""5"":65.0,""4"":29.0,""2"":3.0,""3"":3.0,""1"":0.0,""avg"":4.55,""count"":31.0}",0.91,"{""neg"": [""The small venue has nothing but excellent seating - there isn't a bad seat in the house"", ""Don't  even  try  to  make  or take  a picture  or phone  call  when  the  play starts""], ""pos"": [""The performance showcased traditional costumes, stories, dancing, music, and drama and was thoroughly engaging"", ""I highly recommend taking in a piece here if you are in Seoul"", ""While this is a very commercial presentation, it is very high quality, and performed by very talented people""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36978>
175,Ewha Woman's University,Sights & Landmarks,,,37.51168500000001,127.059339,2.0,"[""walk around"", ""reasonable"", ""crowded"", ""expensive"", ""easy to navigate""]",,0.0,"{""neg"": [""You'll find many in style shoes and accessories as well as some food places!Less manic and chaotic than Myeongdong although there isn't quite as much choice (understandably)"", ""Most shops don't let you try tops on - it's 'free size' hence you can't try it on""], ""pos"": [""You can easily find clothes 5000 krw onwards and shoes 10000 krw onwards"", ""Still, a successful shopping day and I'm glad my husband decided to stay in the hotel as he would have hated every second of it""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36748>
176,Sungnyemun Gate,Sights & Landmarks,,,37.5712845,126.946106,1.0,"[""walk around"", ""easy to navigate"", ""free entry""]",,0.0,"{""neg"": [""To be honest, the style of this gate is pretty jarring, set as it is in the sea of traffic, modern buildings, and large video walls that seems to be what defines Seoul"", ""There isn\u2019t a huge amount to look at but what is there is worth taking the time to admire, and there\u2019s plenty of signage explaining the history and significance of the gate"", ""This gate which is a reproduction due to it being burned down, it's in the middle of a busy traffic island""], ""pos"": [""There are 4 main gates to enter to the capital during chosun period ( early 20th to late 20th century)"", ""If you don't get to see any Korean gates then you must see this one!Its amazing to see these gates right on the road when u are driving through the city"", ""Everywhere is well kept and clean, plus on my weekend visit it wasn\u2019t busy with tourists either""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36518>
177,Hyundai Department Store Apgujeong Main,Shopping,,,37.57238220000001,127.00886499999999,1.0,[],,0.0,"{""neg"": [""Could not be easier and the staff were clearly used to dealing with nervous tourists and were very kind and patient""], ""pos"": [""Higy recommend the food court downstairs here if you are a bit of an awkward solo traveller like myself"", ""There's a large range of food which can be searched and selected (in English) on a computer screen""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB362E8>
178,Banpodaegyo Bridge,Sights & Landmarks,,,37.560822200000004,126.985355,1.0,"[""restaurants"", ""easy to navigate""]",,0.0,"{""neg"": [""Unfortunately, it seemed like one side of the bridge was broken, then once it started it was rather disappointing"", ""The photos I saw online looked much better so maybe it was broken"", ""The water sprayed out and each nozzle seems to be controllable to move up and down and change colors""], ""pos"": [""It is very beautiful and there are a few different times it shows"", ""The movements didn't seem to go with the music very well either"", ""Families, friends and couples enjoy the park while waiting for the light show""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB360B8>
179,COEX Center,Sights & Landmarks,,,37.51168500000001,127.059339,,"[""restaurants""]",,0.0,"{""neg"": [""I\u2019m particularly impressed with the Airline check in available there though it\u2019s restricted in terms of airlines served""], ""pos"": [""The business I had in Seoul was at the World Trade Center Seoul located at the COEX so I was there everyday for 10 days and visited every facility located there"", ""There\u2019s a multitude of restaurants and places to get food"", ""There\u2019s also the \u201cGangnam Style Hand\u201d that offers a great photo opportunity""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36080>
180,Museum Kimchikan,Museums,,"35-4, Insadong-gil, Jongno-gu 4~6F, Insadong Maru Building, Seoul 03149 South Korea",,,,"[""English""]",,0.0,"{""neg"": [], ""pos"": [""Tucked away at the 4th floor of a hidden building in Insadong area, this Kimchi museum is in the vicinity of very chill artsy vibe"", ""There is even a tasting room for us to taste kimchi!Overall it was a very memorable experience for me, and I highly recommend anyone who visits Korea to go"", ""You even get to bring your kimchi creation home!The exhibits, though not very extensive, were obviously done with a lot of love and gives the visitor a comprehensive guide to Korea\u2019s favourite export""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB36128>
